time,P,I,D,u
8.158,400,600,-0,1000
8.159,400,600,-0,1000
8.16,400,600,-0,1000
8.161,400,600,-0,1000
8.162,400,600,-0,1000
8.163,400,600,-0,1000
8.164,400,600,-0,1000
8.165,400,600,-0,1000
8.166,400,600,-0,1000
8.167,400,600,-0,1000
8.168,400,600,-0,1000
8.169,400,600,-0,1000
8.17,400,600,-0,1000
8.171,400,600,-0,1000
8.172,400,600,-0,1000
8.173,400,600,-0,1000
8.174,400,600,-0,1000
8.175,400,600,-0,1000
8.176,400,600,-0,1000
8.177,400,600,-0,1000
8.178,400,600,-0,1000
8.179,400,600,-0,1000
8.18,400,600,-0,1000
8.181,400,600,-0,1000
8.182,400,600,-0,1000
8.183,400,600,-0,1000
8.184,400,600,-0,1000
8.185,400,600,-0,1000
8.186,400,600,-0,1000
8.187,400,600,-0,1000
8.188,400,600,-0,1000
8.189,400,600,-0,1000
8.19,400,600,-0,1000
8.191,400,600,-0,1000
8.192,400,600,-0,1000
8.193,400,600,-0,1000
8.194,400,600,-0,1000
8.195,400,600,-0,1000
8.196,400,600,-0,1000
8.197,400,600,-0,1000
8.198,400,600,-0,1000
8.199,400,600,-0,1000
8.2,400,600,-0,1000
8.201,400,600,-0,1000
8.202,400,600,-0,1000
8.203,400,600,-0,1000
8.204,400,600,-0,1000
8.205,400,600,-0,1000
8.206,400,600,-0,1000
8.207,400,600,-0,1000
8.208,400,600,-0,1000
8.209,400,600,-0,1000
8.21,400,600,-0,1000
8.211,400,600,-0,1000
8.212,400,600,-0,1000
8.213,400,600,-0,1000
8.214,400,600,-0,1000
8.215,400,600,-0,1000
8.216,400,600,-0,1000
8.217,400,600,-0,1000
8.218,400,600,-0,1000
8.219,400,600,-0,1000
8.22,400,600,-0,1000
8.221,400,600,-0,1000
8.222,400,600,-0,1000
8.223,400,600,-0,1000
8.224,400,600,-0,1000
8.225,400,600,-0,1000
8.226,400,600,-0,1000
8.227,400,600,-0,1000
8.228,400,600,-0,1000
8.229,400,600,-0,1000
8.23,400,600,-0,1000
8.231,400,600,-0,1000
8.232,400,600,-0,1000
8.233,400,600,-0,1000
8.234,400,600,-0,1000
8.235,400,600,-0,1000
8.236,400,600,-0,1000
8.237,400,600,-0,1000
8.238,400,600,-0,1000
8.239,400,600,-0,1000
8.24,400,600,-0,1000
8.241,400,600,-0,1000
8.242,400,600,-0,1000
8.243,400,600,-0,1000
8.244,400,600,-0,1000
8.245,400,600,-0,1000
8.246,400,600,-0,1000
8.247,400,600,-0,1000
8.248,400,600,-0,1000
8.249,400,600,-0,1000
8.25,400,600,-0,1000
8.251,400,600,-0,1000
8.252,400,600,-0,1000
8.253,400,600,-0,1000
8.254,400,600,-0,1000
8.255,400,600,-0,1000
8.256,400,600,-0,1000
8.257,400,600,-0,1000
8.258,400,600,-0,1000
8.259,400,600,-0,1000
8.26,400,600,-0,1000
8.261,400,600,-0,1000
8.262,400,600,-0,1000
8.263,400,600,-0,1000
8.264,400,600,-0,1000
8.265,400,600,-0,1000
8.266,400,600,-0,1000
8.267,400,600,-0,1000
8.268,400,600,-0,1000
8.269,400,600,-0,1000
8.27,400,600,-0,1000
8.271,400,600,-0,1000
8.272,400,600,-0,1000
8.273,400,600,-0,1000
8.274,400,600,-0,1000
8.275,400,600,-0,1000
8.276,400,600,-0,1000
8.277,400,600,-0,1000
8.278,400,600,-0,1000
8.279,400,600,-0,1000
8.28,400,600,-0,1000
8.281,400,600,-0,1000
8.282,400,600,-0,1000
8.283,400,600,-0,1000
8.284,400,600,-0,1000
8.285,400,600,-0,1000
8.286,400,600,-0,1000
8.287,400,600,-0,1000
8.288,400,600,-0,1000
8.289,400,600,-0,1000
8.29,400,600,-0,1000
8.291,400,600,-0,1000
8.292,400,600,-0,1000
8.293,400,600,-0,1000
8.294,400,600,-0,1000
8.295,400,600,-0,1000
8.296,400,600,-0,1000
8.297,400,600,-0,1000
8.298,400,600,-0,1000
8.299,400,600,-0,1000
8.3,400,600,-0,1000
8.301,400,600,-0,1000
8.302,400,600,-0,1000
8.303,400,600,-0,1000
8.304,400,600,-0,1000
8.305,400,600,-0,1000
8.306,400,600,-0,1000
8.307,400,600,-0,1000
8.308,400,600,-0,1000
8.309,400,600,-0,1000
8.31,400,600,-0,1000
8.311,400,600,-0,1000
8.312,400,600,-0,1000
8.313,400,600,-0,1000
8.314,400,600,-0,1000
8.315,400,600,-0,1000
8.316,400,600,-0,1000
8.317,400,600,-0,1000
8.318,400,600,-0,1000
8.319,400,600,-0,1000
8.32,400,600,-0,1000
8.321,400,600,-0,1000
8.322,400,600,-0,1000
8.323,400,600,-0,1000
8.324,400,600,-0,1000
8.325,400,600,-0,1000
8.326,400,600,-0,1000
8.327,400,600,-0,1000
8.328,400,600,-0,1000
8.329,400,600,-0,1000
8.33,400,600,-0,1000
8.331,400,600,-0,1000
8.332,400,600,-0,1000
8.333,400,600,-0,1000
8.334,400,600,-0,1000
8.335,400,600,-0,1000
8.336,400,600,-0,1000
8.337,400,600,-0,1000
8.338,400,600,-0,1000
8.339,400,600,-0,1000
8.34,400,600,-0,1000
8.341,400,600,-0,1000
8.342,400,600,-0,1000
8.343,400,600,-0,1000
8.344,400,600,-0,1000
8.345,400,600,-0,1000
8.346,400,600,-0,1000
8.347,400,600,-0,1000
8.348,400,600,-0,1000
8.349,400,600,-0,1000
8.35,400,600,-0,1000
8.351,400,600,-0,1000
8.352,400,600,-0,1000
8.353,400,600,-0,1000
8.354,400,600,-0,1000
8.355,400,600,-0,1000
8.356,400,600,-0,1000
8.357,400,600,-0,1000
8.358,400,600,-0,1000
8.359,400,600,-0,1000
8.36,400,600,-0,1000
8.361,400,600,-0,1000
8.362,400,600,-0,1000
8.363,400,600,-0,1000
8.364,400,600,-0,1000
8.365,400,600,-0,1000
8.366,400,600,-0,1000
8.367,400,600,-0,1000
8.368,400,600,-0,1000
8.369,400,600,-0,1000
8.37,400,600,-0,1000
8.371,400,600,-0,1000
8.372,400,600,-0,1000
8.373,400,600,-0,1000
8.374,400,600,-0,1000
8.375,400,600,-0,1000
8.376,400,600,-0,1000
8.377,400,600,-0,1000
8.378,400,600,-0,1000
8.379,400,600,-0,1000
8.38,400,600,-0,1000
8.381,400,600,-0,1000
8.382,400,600,-0,1000
8.383,400,600,-0,1000
8.384,400,600,-0,1000
8.385,400,600,-0,1000
8.386,400,600,-0,1000
8.387,400,600,-0,1000
8.388,400,600,-0,1000
8.389,400,600,-0,1000
8.39,400,600,-0,1000
8.391,400,600,-0,1000
8.392,400,600,-0,1000
8.393,400,600,-0,1000
8.394,400,600,-0,1000
8.395,400,600,-0,1000
8.396,400,600,-0,1000
8.397,400,600,-0,1000
8.398,400,600,-0,1000
8.399,400,600,-0,1000
8.4,400,600,-0,1000
8.401,400,600,-0,1000
8.402,400,600,-0,1000
8.403,400,600,-0,1000
8.404,400,600,-0,1000
8.405,400,600,-0,1000
8.406,400,600,-0,1000
8.407,400,600,-0,1000
8.408,400,600,-0,1000
8.409,400,600,-0,1000
8.41,400,600,-0,1000
8.411,400,600,-0,1000
8.412,400,600,-0,1000
8.413,400,600,-0,1000
8.414,400,600,-0,1000
8.415,400,600,-0,1000
8.416,400,600,-0,1000
8.417,400,600,-0,1000
8.418,400,600,-0,1000
8.419,400,600,-0,1000
8.42,400,600,-0,1000
8.421,400,600,-0,1000
8.422,400,600,-0,1000
8.423,400,600,-0,1000
8.424,400,600,-0,1000
8.425,400,600,-0,1000
8.426,400,600,-0,1000
8.427,400,600,-0,1000
8.428,400,600,-0,1000
8.429,400,600,-0,1000
8.43,400,600,-0,1000
8.431,400,600,-0,1000
8.432,400,600,-0,1000
8.433,400,600,-0,1000
8.434,400,600,-0,1000
8.435,400,600,-0,1000
8.436,400,600,-0,1000
8.437,400,600,-0,1000
8.438,400,600,-0,1000
8.439,400,600,-0,1000
8.44,400,600,-0,1000
8.441,400,600,-0,1000
8.442,400,600,-0,1000
8.443,400,600,-0,1000
8.444,400,600,-0,1000
8.445,400,600,-0,1000
8.446,400,600,-0,1000
8.447,400,600,-0,1000
8.448,400,600,-0,1000
8.449,400,600,-0,1000
8.45,400,600,-0,1000
8.451,400,600,-0,1000
8.452,400,600,-0,1000
8.453,400,600,-0,1000
8.454,400,600,-0,1000
8.455,400,600,-0,1000
8.456,400,600,-0,1000
8.457,400,600,-0,1000
8.458,400,600,-0,1000
8.459,400,600,-0,1000
8.46,400,600,-0,1000
8.461,400,600,-0,1000
8.462,400,600,-0,1000
8.463,400,600,-0,1000
8.464,400,600,-0,1000
8.465,400,600,-0,1000
8.466,400,600,-0,1000
8.467,400,600,-0,1000
8.468,400,600,-0,1000
8.469,400,600,-0,1000
8.47,400,600,-0,1000
8.471,400,600,-0,1000
8.472,400,600,-0,1000
8.473,400,600,-0,1000
8.474,400,600,-0,1000
8.475,400,600,-0,1000
8.476,400,600,-0,1000
8.477,400,600,-0,1000
8.478,400,600,-0,1000
8.479,400,600,-0,1000
8.48,400,600,-0,1000
8.481,400,600,-0,1000
8.482,400,600,-0,1000
8.483,400,600,-0,1000
8.484,400,600,-0,1000
8.485,400,600,-0,1000
8.486,400,600,-0,1000
8.487,400,600,-0,1000
8.488,400,600,-0,1000
8.489,400,600,-0,1000
8.49,400,600,-0,1000
8.491,400,600,-0,1000
8.492,400,600,-0,1000
8.493,400,600,-0,1000
8.494,400,600,-0,1000
8.495,400,600,-0,1000
8.496,400,600,-0,1000
8.497,400,600,-0,1000
8.498,400,600,-0,1000
8.499,400,600,-0,1000
8.5,400,600,-0,1000
8.501,400,600,-0,1000
8.502,400,600,-0,1000
8.503,400,600,-0,1000
8.504,400,600,-0,1000
8.505,400,600,-0,1000
8.506,400,600,-0,1000
8.507,400,600,-0,1000
8.508,400,600,-0,1000
8.509,400,600,-0,1000
8.51,400,600,-0,1000
8.511,400,600,-0,1000
8.512,400,600,-0,1000
8.513,400,600,-0,1000
8.514,400,600,-0,1000
8.515,400,600,-0,1000
8.516,400,600,-0,1000
8.517,400,600,-0,1000
8.518,400,600,-0,1000
8.519,400,600,-0,1000
8.52,400,600,-0,1000
8.521,400,600,-0,1000
8.522,400,600,-0,1000
8.523,400,600,-0,1000
8.524,400,600,-0,1000
8.525,400,600,-0,1000
8.526,400,600,-0,1000
8.527,400,600,-0,1000
8.528,400,600,-0,1000
8.529,400,600,-0,1000
8.53,400,600,-0,1000
8.531,400,600,-0,1000
8.532,400,600,-0,1000
8.533,400,600,-0,1000
8.534,400,600,-0,1000
8.535,400,600,-0,1000
8.536,400,600,-0,1000
8.537,400,600,-0,1000
8.538,400,600,-0,1000
8.539,400,600,-0,1000
8.54,400,600,-0,1000
8.541,400,600,-0,1000
8.542,400,600,-0,1000
8.543,400,600,-0,1000
8.544,400,600,-0,1000
8.545,400,600,-0,1000
8.546,400,600,-0,1000
8.547,400,600,-0,1000
8.548,400,600,-0,1000
8.549,400,600,-0,1000
8.55,400,600,-0,1000
8.551,400,600,-0,1000
8.552,400,600,-0,1000
8.553,400,600,-0,1000
8.554,400,600,-0,1000
8.555,400,600,-0,1000
8.556,400,600,-0,1000
8.557,400,600,-0,1000
8.558,400,600,-0,1000
8.559,400,600,-0,1000
8.56,400,600,-0,1000
8.561,400,600,-0,1000
8.562,400,600,-0,1000
8.563,400,600,-0,1000
8.564,400,600,-0,1000
8.565,400,600,-0,1000
8.566,400,600,-0,1000
8.567,400,600,-0,1000
8.568,400,600,-0,1000
8.569,400,600,-0,1000
8.57,400,600,-0,1000
8.571,400,600,-0,1000
8.572,400,600,-0,1000
8.573,400,600,-0,1000
8.574,400,600,-0,1000
8.575,400,600,-0,1000
8.576,400,600,-0,1000
8.577,400,600,-0,1000
8.578,400,600,-0,1000
8.579,400,600,-0,1000
8.58,400,600,-0,1000
8.581,400,600,-0,1000
8.582,400,600,-0,1000
8.583,400,600,-0,1000
8.584,400,600,-0,1000
8.585,400,600,-0,1000
8.586,400,600,-0,1000
8.587,400,600,-0,1000
8.588,400,600,-0,1000
8.589,400,600,-0,1000
8.59,400,600,-0,1000
8.591,400,600,-0,1000
8.592,400,600,-0,1000
8.593,400,600,-0,1000
8.594,400,600,-0,1000
8.595,400,600,-0,1000
8.596,400,600,-0,1000
8.597,400,600,-0,1000
8.598,400,600,-0,1000
8.599,400,600,-0,1000
8.6,400,600,-0,1000
8.601,400,600,-0,1000
8.602,400,600,-0,1000
8.603,400,600,-0,1000
8.604,400,600,-0,1000
8.605,400,600,-0,1000
8.606,400,600,-0,1000
8.607,400,600,-0,1000
8.608,400,600,-0,1000
8.609,400,600,-0,1000
8.61,400,600,-0,1000
8.611,400,600,-0,1000
8.612,400,600,-0,1000
8.613,400,600,-0,1000
8.614,400,600,-0,1000
8.615,400,600,-0,1000
8.616,400,600,-0,1000
8.617,400,600,-0,1000
8.618,400,600,-0,1000
8.619,400,600,-0,1000
8.62,400,600,-0,1000
8.621,400,600,-0,1000
8.622,400,600,-0,1000
8.623,400,600,-0,1000
8.624,400,600,-0,1000
8.625,400,600,-0,1000
8.626,400,600,-0,1000
8.627,400,600,-0,1000
8.628,400,600,-0,1000
8.629,400,600,-0,1000
8.63,400,600,-0,1000
8.631,400,600,-0,1000
8.632,400,600,-0,1000
8.633,400,600,-0,1000
8.634,400,600,-0,1000
8.635,400,600,-0,1000
8.636,400,600,-0,1000
8.637,400,600,-0,1000
8.638,400,600,-0,1000
8.639,400,600,-0,1000
8.64,400,600,-0,1000
8.641,400,600,-0,1000
8.642,400,600,-0,1000
8.643,400,600,-0,1000
8.644,400,600,-0,1000
8.645,400,600,-0,1000
8.646,400,600,-0,1000
8.647,400,600,-0,1000
8.648,400,600,-0,1000
8.649,400,600,-0,1000
8.65,400,600,-0,1000
8.651,400,600,-0,1000
8.652,400,600,-0,1000
8.653,400,600,-0,1000
8.654,400,600,-0,1000
8.655,400,600,-0,1000
8.656,400,600,-0,1000
8.657,400,600,-0,1000
8.658,400,600,-0,1000
8.659,400,600,-0,1000
8.66,400,600,-0,1000
8.661,400,600,-0,1000
8.662,400,600,-0,1000
8.663,400,600,-0,1000
8.664,400,600,-0,1000
8.665,400,600,-0,1000
8.666,400,600,-0,1000
8.667,400,600,-0,1000
8.668,400,600,-0,1000
8.669,400,600,-0,1000
8.67,400,600,-0,1000
8.671,400,600,-0,1000
8.672,400,600,-0,1000
8.673,400,600,-0,1000
8.674,400,600,-0,1000
8.675,400,600,-0,1000
8.676,400,600,-0,1000
8.677,400,600,-0,1000
8.678,400,600,-0,1000
8.679,400,600,-0,1000
8.68,400,600,-0,1000
8.681,400,600,-0,1000
8.682,400,600,-0,1000
8.683,400,600,-0,1000
8.684,400,600,-0,1000
8.685,400,600,-0,1000
8.686,400,600,-0,1000
8.687,400,600,-0,1000
8.688,400,600,-0,1000
8.689,400,600,-0,1000
8.69,400,600,-0,1000
8.691,400,600,-0,1000
8.692,400,600,-0,1000
8.693,400,600,-0,1000
8.694,400,600,-0,1000
8.695,400,600,-0,1000
8.696,400,600,-0,1000
8.697,400,600,-0,1000
8.698,400,600,-0,1000
8.699,400,600,-0,1000
8.7,400,600,-0,1000
8.701,400,600,-0,1000
8.702,400,600,-0,1000
8.703,400,600,-0,1000
8.704,400,600,-0,1000
8.705,400,600,-0,1000
8.706,400,600,-0,1000
8.707,400,600,-0,1000
8.708,400,600,-0,1000
8.709,400,600,-0,1000
8.71,400,600,-0,1000
8.711,400,600,-0,1000
8.712,400,600,-0,1000
8.713,400,600,-0,1000
8.714,400,600,-0,1000
8.715,400,600,-0,1000
8.716,400,600,-0,1000
8.717,400,600,-0,1000
8.718,400,600,-0,1000
8.719,400,600,-0,1000
8.72,400,600,-0,1000
8.721,400,600,-0,1000
8.722,400,600,-0,1000
8.723,400,600,-0,1000
8.724,400,600,-0,1000
8.725,400,600,-0,1000
8.726,400,600,-0,1000
8.727,400,600,-0,1000
8.728,400,600,-0,1000
8.729,400,600,-0,1000
8.73,400,600,-0,1000
8.731,400,600,-0,1000
8.732,400,600,-0,1000
8.733,400,600,-0,1000
8.734,400,600,-0,1000
8.735,400,600,-0,1000
8.736,400,600,-0,1000
8.737,400,600,-0,1000
8.738,400,600,-0,1000
8.739,400,600,-0,1000
8.74,400,600,-0,1000
8.741,400,600,-0,1000
8.742,400,600,-0,1000
8.743,400,600,-0,1000
8.744,400,600,-0,1000
8.745,400,600,-0,1000
8.746,400,600,-0,1000
8.747,400,600,-0,1000
8.748,400,600,-0,1000
8.749,400,600,-0,1000
8.75,400,600,-0,1000
8.751,400,600,-0,1000
8.752,400,600,-0,1000
8.753,400,600,-0,1000
8.754,400,600,-0,1000
8.755,400,600,-0,1000
8.756,400,600,-0,1000
8.757,400,600,-0,1000
8.758,400,600,-0,1000
8.759,400,600,-0,1000
8.76,400,600,-0,1000
8.761,400,600,-0,1000
8.762,400,600,-0,1000
8.763,400,600,-0,1000
8.764,400,600,-0,1000
8.765,400,600,-0,1000
8.766,400,600,-0,1000
8.767,400,600,-0,1000
8.768,400,600,-0,1000
8.769,400,600,-0,1000
8.77,400,600,-0,1000
8.771,400,600,-0,1000
8.772,400,600,-0,1000
8.773,400,600,-0,1000
8.774,400,600,-0,1000
8.775,400,600,-0,1000
8.776,400,600,-0,1000
8.777,400,600,-0,1000
8.778,400,600,-0,1000
8.779,400,600,-0,1000
8.78,400,600,-0,1000
8.781,400,600,-0,1000
8.782,400,600,-0,1000
8.783,400,600,-0,1000
8.784,400,600,-0,1000
8.785,400,600,-0,1000
8.786,400,600,-0,1000
8.787,400,600,-0,1000
8.788,400,600,-0,1000
8.789,400,600,-0,1000
8.79,400,600,-0,1000
8.791,400,600,-0,1000
8.792,400,600,-0,1000
8.793,400,600,-0,1000
8.794,400,600,-0,1000
8.795,400,600,-0,1000
8.796,400,600,-0,1000
8.797,400,600,-0,1000
8.798,400,600,-0,1000
8.799,400,600,-0,1000
8.8,400,600,-0,1000
8.801,400,600,-0,1000
8.802,400,600,-0,1000
8.803,400,600,-0,1000
8.804,400,600,-0,1000
8.805,400,600,-0,1000
8.806,400,600,-0,1000
8.807,400,600,-0,1000
8.808,400,600,-0,1000
8.809,400,600,-0,1000
8.81,400,600,-0,1000
8.811,400,600,-0,1000
8.812,400,600,-0,1000
8.813,400,600,-0,1000
8.814,400,600,-0,1000
8.815,400,600,-0,1000
8.816,400,600,-0,1000
8.817,400,600,-0,1000
8.818,400,600,-0,1000
8.819,400,600,-0,1000
8.82,400,600,-0,1000
8.821,400,600,-0,1000
8.822,400,600,-0,1000
8.823,400,600,-0,1000
8.824,400,600,-0,1000
8.825,400,600,-0,1000
8.826,400,600,-0,1000
8.827,400,600,-0,1000
8.828,400,600,-0,1000
8.829,400,600,-0,1000
8.83,400,600,-0,1000
8.831,400,600,-0,1000
8.832,400,600,-0,1000
8.833,400,600,-0,1000
8.834,400,600,-0,1000
8.835,400,600,-0,1000
8.836,400,600,-0,1000
8.837,400,600,-0,1000
8.838,400,600,-0,1000
8.839,400,600,-0,1000
8.84,400,600,-0,1000
8.841,400,600,-0,1000
8.842,400,600,-0,1000
8.843,400,600,-0,1000
8.844,400,600,-0,1000
8.845,400,600,-0,1000
8.846,400,600,-0,1000
8.847,400,600,-0,1000
8.848,400,600,-0,1000
8.849,400,600,-0,1000
8.85,400,600,-0,1000
8.851,400,600,-0,1000
8.852,400,600,-0,1000
8.853,400,600,-0,1000
8.854,400,600,-0,1000
8.855,400,600,-0,1000
8.856,400,600,-0,1000
8.857,400,600,-0,1000
8.858,400,600,-0,1000
8.859,400,600,-0,1000
8.86,400,600,-0,1000
8.861,400,600,-0,1000
8.862,400,600,-0,1000
8.863,400,600,-0,1000
8.864,400,600,-0,1000
8.865,400,600,-0,1000
8.866,400,600,-0,1000
8.867,400,600,-0,1000
8.868,400,600,-0,1000
8.869,400,600,-0,1000
8.87,400,600,-0,1000
8.871,400,600,-0,1000
8.872,400,600,-0,1000
8.873,400,600,-0,1000
8.874,400,600,-0,1000
8.875,400,600,-0,1000
8.876,400,600,-0,1000
8.877,400,600,-0,1000
8.878,400,600,-0,1000
8.879,400,600,-0,1000
8.88,400,600,-0,1000
8.881,400,600,-0,1000
8.882,400,600,-0,1000
8.883,400,600,-0,1000
8.884,400,600,-0,1000
8.885,400,600,-0,1000
8.886,400,600,-0,1000
8.887,400,600,-0,1000
8.888,400,600,-0,1000
8.889,400,600,-0,1000
8.89,400,600,-0,1000
8.891,400,600,-0,1000
8.892,400,600,-0,1000
8.893,400,600,-0,1000
8.894,400,600,-0,1000
8.895,400,600,-0,1000
8.896,400,600,-0,1000
8.897,400,600,-0,1000
8.898,400,600,-0,1000
8.899,400,600,-0,1000
8.9,400,600,-0,1000
8.901,400,600,-0,1000
8.902,400,600,-0,1000
8.903,400,600,-0,1000
8.904,400,600,-0,1000
8.905,400,600,-0,1000
8.906,400,600,-0,1000
8.907,400,600,-0,1000
8.908,400,600,-0,1000
8.909,400,600,-0,1000
8.91,400,600,-0,1000
8.911,400,600,-0,1000
8.912,400,600,-0,1000
8.913,400,600,-0,1000
8.914,400,600,-0,1000
8.915,400,600,-0,1000
8.916,400,600,-0,1000
8.917,400,600,-0,1000
8.918,400,600,-0,1000
8.919,400,600,-0,1000
8.92,400,600,-0,1000
8.921,400,600,-0,1000
8.922,400,600,-0,1000
8.923,400,600,-0,1000
8.924,400,600,-0,1000
8.925,400,600,-0,1000
8.926,400,600,-0,1000
8.927,400,600,-0,1000
8.928,400,600,-0,1000
8.929,400,600,-0,1000
8.93,400,600,-0,1000
8.931,400,600,-0,1000
8.932,400,600,-0,1000
8.933,400,600,-0,1000
8.934,400,600,-0,1000
8.935,400,600,-0,1000
8.936,400,600,-0,1000
8.937,400,600,-0,1000
8.938,400,600,-0,1000
8.939,400,600,-0,1000
8.94,400,600,-0,1000
8.941,400,600,-0,1000
8.942,400,600,-0,1000
8.943,400,600,-0,1000
8.944,400,600,-0,1000
8.945,400,600,-0,1000
8.946,400,600,-0,1000
8.947,400,600,-0,1000
8.948,400,600,-0,1000
8.949,400,600,-0,1000
8.95,400,600,-0,1000
8.951,400,600,-0,1000
8.952,400,600,-0,1000
8.953,400,600,-0,1000
8.954,400,600,-0,1000
8.955,400,600,-0,1000
8.956,400,600,-0,1000
8.957,400,600,-0,1000
8.958,400,600,-0,1000
8.959,400,600,-0,1000
8.96,400,600,-0,1000
8.961,400,600,-0,1000
8.962,400,600,-0,1000
8.963,400,600,-0,1000
8.964,400,600,-0,1000
8.965,400,600,-0,1000
8.966,400,600,-0,1000
8.967,400,600,-0,1000
8.968,400,600,-0,1000
8.969,400,600,-0,1000
8.97,400,600,-0,1000
8.971,400,600,-0,1000
8.972,400,600,-0,1000
8.973,400,600,-0,1000
8.974,400,600,-0,1000
8.975,400,600,-0,1000
8.976,400,600,-0,1000
8.977,400,600,-0,1000
8.978,400,600,-0,1000
8.979,400,600,-0,1000
8.98,400,600,-0,1000
8.981,400,600,-0,1000
8.982,400,600,-0,1000
8.983,400,600,-0,1000
8.984,400,600,-0,1000
8.985,400,600,-0,1000
8.986,400,600,-0,1000
8.987,400,600,-0,1000
8.988,400,600,-0,1000
8.989,400,600,-0,1000
8.99,400,600,-0,1000
8.991,400,600,-0,1000
8.992,400,600,-0,1000
8.993,400,600,-0,1000
8.994,400,600,-0,1000
8.995,400,600,-0,1000
8.996,400,600,-0,1000
8.997,400,600,-0,1000
8.998,400,600,-0,1000
8.999,400,600,-0,1000
9,400,600,-0,1000
9.001,400,600,-0,1000
9.002,400,600,-0,1000
9.003,400,600,-0,1000
9.004,400,600,-0,1000
9.005,400,600,-0,1000
9.006,400,600,-0,1000
9.007,400,600,-0,1000
9.008,400,600,-0,1000
9.009,400,600,-0,1000
9.01,400,600,-0,1000
9.011,400,600,-0,1000
9.012,400,600,-0,1000
9.013,400,600,-0,1000
9.014,400,600,-0,1000
9.015,400,600,-0,1000
9.016,400,600,-0,1000
9.017,400,600,-0,1000
9.018,400,600,-0,1000
9.019,400,600,-0,1000
9.02,400,600,-0,1000
9.021,400,600,-0,1000
9.022,400,600,-0,1000
9.023,400,600,-0,1000
9.024,400,600,-0,1000
9.025,400,600,-0,1000
9.026,400,600,-0,1000
9.027,400,600,-0,1000
9.028,400,600,-0,1000
9.029,400,600,-0,1000
9.03,400,600,-0,1000
9.031,400,600,-0,1000
9.032,400,600,-0,1000
9.033,400,600,-0,1000
9.034,400,600,-0,1000
9.035,400,600,-0,1000
9.036,400,600,-0,1000
9.037,400,600,-0,1000
9.038,400,600,-0,1000
9.039,400,600,-0,1000
9.04,400,600,-0,1000
9.041,400,600,-0,1000
9.042,400,600,-0,1000
9.043,400,600,-0,1000
9.044,400,600,-0,1000
9.045,400,600,-0,1000
9.046,400,600,-0,1000
9.047,400,600,-0,1000
9.048,400,600,-0,1000
9.049,400,600,-0,1000
9.05,400,600,-0,1000
9.051,400,600,-0,1000
9.052,400,600,-0,1000
9.053,400,600,-0,1000
9.054,400,600,-0,1000
9.055,400,600,-0,1000
9.056,400,600,-0,1000
9.057,400,600,-0,1000
9.058,400,600,-0,1000
9.059,400,600,-0,1000
9.06,400,600,-0,1000
9.061,400,600,-0,1000
9.062,400,600,-0,1000
9.063,400,600,-0,1000
9.064,400,600,-0,1000
9.065,400,600,-0,1000
9.066,400,600,-0,1000
9.067,400,600,-0,1000
9.068,400,600,-0,1000
9.069,400,600,-0,1000
9.07,400,600,-0,1000
9.071,400,600,-0,1000
9.072,400,600,-0,1000
9.073,400,600,-0,1000
9.074,400,600,-0,1000
9.075,400,600,-0,1000
9.076,400,600,-0,1000
9.077,400,600,-0,1000
9.078,400,600,-0,1000
9.079,400,600,-0,1000
9.08,400,600,-0,1000
9.081,400,600,-0,1000
9.082,400,600,-0,1000
9.083,400,600,-0,1000
9.084,400,600,-0,1000
9.085,400,600,-0,1000
9.086,400,600,-0,1000
9.087,400,600,-0,1000
9.088,400,600,-0,1000
9.089,400,600,-0,1000
9.09,400,600,-0,1000
9.091,400,600,-0,1000
9.092,400,600,-0,1000
9.093,400,600,-0,1000
9.094,400,600,-0,1000
9.095,400,600,-0,1000
9.096,400,600,-0,1000
9.097,400,600,-0,1000
9.098,400,600,-0,1000
9.099,400,600,-0,1000
9.1,400,600,-0,1000
9.101,400,600,-0,1000
9.102,400,600,-0,1000
9.103,400,600,-0,1000
9.104,400,600,-0,1000
9.105,400,600,-0,1000
9.106,400,600,-0,1000
9.107,400,600,-0,1000
9.108,400,600,-0,1000
9.109,400,600,-0,1000
9.11,400,600,-0,1000
9.111,400,600,-0,1000
9.112,400,600,-0,1000
9.113,400,600,-0,1000
9.114,400,600,-0,1000
9.115,400,600,-0,1000
9.116,400,600,-0,1000
9.117,400,600,-0,1000
9.118,400,600,-0,1000
9.119,400,600,-0,1000
9.12,400,600,-0,1000
9.121,400,600,-0,1000
9.122,400,600,-0,1000
9.123,400,600,-0,1000
9.124,400,600,-0,1000
9.125,400,600,-0,1000
9.126,400,600,-0,1000
9.127,400,600,-0,1000
9.128,400,600,-0,1000
9.129,400,600,-0,1000
9.13,400,600,-0,1000
9.131,400,600,-0,1000
9.132,400,600,-0,1000
9.133,400,600,-0,1000
9.134,400,600,-0,1000
9.135,400,600,-0,1000
9.136,400,600,-0,1000
9.137,400,600,-0,1000
9.138,400,600,-0,1000
9.139,400,600,-0,1000
9.14,400,600,-0,1000
9.141,400,600,-0,1000
9.142,400,600,-0,1000
9.143,400,600,-0,1000
9.144,400,600,-0,1000
9.145,400,600,-0,1000
9.146,400,600,-0,1000
9.147,400,600,-0,1000
9.148,400,600,-0,1000
9.149,400,600,-0,1000
9.15,400,600,-0,1000
9.151,400,600,-0,1000
9.152,400,600,-0,1000
9.153,400,600,-0,1000
9.154,400,600,-0,1000
9.155,400,600,-0,1000
9.156,400,600,-0,1000
